code;about;price;photo;in_stock
TAC210801;ريشة باطون ألماس 8 مم طول 120 مم TOTAL;0.76;https://hawarastore.com/wp-content/uploads/2025/08/TAC210801.png;yes
TAC210802;ريشة باطون ألماس 8 مم طول 150 مم TOTAL;0.96;https://hawarastore.com/wp-content/uploads/2025/08/TAC210802.png;yes
TAC210803;ريشة باطون ألماس 8 مم طول 200 مم TOTAL;1.27;https://hawarastore.com/wp-content/uploads/2025/08/TAC210803.png;yes
TAC211001;ريشة باطون ألماس 10مم طول 120 مم TOTAL;1.09;https://hawarastore.com/wp-content/uploads/2025/08/TAC211001.png;yes
TAC211002;ريشة باطون ألماس 10 مم طول 150 مم TOTAL;1.21;https://hawarastore.com/wp-content/uploads/2025/08/TAC211002.png;yes
TAC211003;ريشة باطون ألماس 10 مم طول 200 مم TOTAL;1.47;https://hawarastore.com/wp-content/uploads/2024/05/TAC210601.png;yes
TAC2111101;ديسك قص الماس باطون 4 انش سماكة 12 مم فتحة 20 مم TOTAL رطب + جاف;2.07;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111101.png;yes
TAC2111103;ديسك قص الماس باطون 4 انش سماكة 10 مم فتحة 20 مم TOTAL رطب + جاف;1.22;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111103.png;yes
TAC2111151;ديسك قص الماس باطون 4.5 انش سماكة 12 مم فتحة 22.2 مم TOTAL رطب + جاف;1.5;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111151.png;yes
TAC2111153;ديسك قص الماس باطون 4.5 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;1.32;https://hawarastore.com/wp-content/uploads/2024/05/TAC2111103.png;yes
TAC21111532;مجموعة قطعتين ديسك قص الماس باطون 4.5 انش سماكة 7 مم فتحة 22.2 مم TOTAL رطب + جاف;1.82;https://hawarastore.com/wp-content/uploads/2025/08/TAC21111532.png;yes
TAC2111251;ديسك قص الماس باطون 5 انش سماكة 12 مم فتحة 22.2 مم TOTAL رطب + جاف;2.64;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111251.png;no
TAC2111253;ديسك قص الماس باطون 5 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;1.7;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111253.png;no
TAC2111301;ديسك قص الماس 5 انش لزوم حفارة تيب 3000 واط TOTAL رطب+جاف;3.73;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111301.png;yes
TAC2111801;ديسك قص الماس باطون 7 انش سماكة 12 مم فتحة 22.2 مم TOTAL رطب + جاف;3.71;https://hawarastore.com/wp-content/uploads/2025/08/TAC2111801.png;yes
TAC21118012;ديسك قص باطون 7 انش قص سريع TOTAL رطب+جاف;3.88;https://hawarastore.com/wp-content/uploads/2026/02/TAC21118012.png;yes
TAC2111803;ديسك قص الماس باطون 7 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;3.48;https://hawarastore.com/wp-content/uploads/2024/05/TAC2111103.png;no
TAC211201;ريشة باطون ألماس 12 مم طول 150 مم TOTAL;1.21;https://hawarastore.com/wp-content/uploads/2024/05/TAC211201.png;yes
TAC211202;ريشة باطون ألماس 12 مم طول 200 مم TOTAL;1.53;https://hawarastore.com/wp-content/uploads/2025/08/TAC211202.png;yes
TAC2112301;ديسك قص الماس باطون 9 انش سماكة 12 مم فتحة 22.2 مم TOTAL رطب + جاف;5.4;https://hawarastore.com/wp-content/uploads/2025/08/TAC2112301.png;yes
TAC21123012;ديسك قص باطون 9 انش قص سريع TOTAL رطب+جاف;5.65;https://hawarastore.com/wp-content/uploads/2026/02/TAC21118012-1.png;yes
TAC2112303;ديسك قص الماس باطون 9 انش سماكة 10 مم فتحة 22.2 مم TOTALرطب + جاف;5.43;https://hawarastore.com/wp-content/uploads/2025/08/TAC21123033.png;yes
TAC21123033;مجموعة 3 قطع ديسك قص الماس باطون 9 انش سماكة 7 مم فتحة 22.2 مم TOTAL رطب + جاف;15.54;https://hawarastore.com/wp-content/uploads/2025/08/TAC21123033.png;yes
TAC2113551;ديسك قص اسفلت وباطون قطر 355 مم ماركة TOTAL رطب;15.31;https://hawarastore.com/wp-content/uploads/2025/08/TAC2113551.png;yes
TAC2113552;ديسك قص الماس باطون 14 انش 355 مم فتحة 25.4 مم سماكة الماسة 12 مم TOTAL رطب;37.32;https://hawarastore.com/wp-content/uploads/2026/02/TAC2113552.png;yes
TAC2113553;ديسك قص الماس اسفلت 355 مم فتحة 25.4 مم سماكة الماسة 12 مم TOTAL رطب;39.28;https://hawarastore.com/wp-content/uploads/2026/02/TAC2113553.png;yes
TAC211402;ريشة باطون ألماس 14 مم طول 200 مم TOTAL;1.89;https://hawarastore.com/wp-content/uploads/2025/08/TAC211402.png;yes
TAC211602;ريشة باطون ألماس 16 مم طول 200 مم TOTAL;2.71;https://hawarastore.com/wp-content/uploads/2025/08/TAC211602.png;yes
TAC2121253;ديسك قص الماس سيراميك 5 انش سماكة 8 مم فتحة 22.2 مم TOTAL رطب;1.42;https://hawarastore.com/wp-content/uploads/2025/08/TAC2121253.png;no
TAC2121803;ديسك قص الماس سيراميك 7 انش سماكة 8 مم فتحة 22.2 مم TOTAL رطب;3.23;https://hawarastore.com/wp-content/uploads/2025/08/TAC2121803.png;no
TAC2122003;ديسك قص الماس سيراميك 8 انش سماكة مم فتحة 25.4 مم TOTAL رطب;5.45;https://hawarastore.com/wp-content/uploads/2024/05/TAC2111103.png;yes
TAC2122501;ديسك قص الماس سيراميك 10 انش سماكة مم فتحة 25.4 مم TOTAL لزوم طاولة كهربائية 1100 واط رطب;11.87;https://hawarastore.com/wp-content/uploads/2024/05/TAC2111103.png;yes
TAC2131051HT;ديسك قص الماس رقيق 4 انش سماكة 1 مم استخدام (السيراميك، البلاط، الرخام، الطوب) فتحة 20 مم TOTAL رطب;2.62;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131051HT.png;no
TAC2131151;ديسك قص الماس رخام 4.5 انش سماكة 12 مم فتحة 22.2 مم TOTAL جاف+رطب;2.22;https://hawarastore.com/wp-content/uploads/2024/05/TAC2111103.png;no
TAC2131151HT;ديسك قص الماس رقيق 4.5 انش سماكة 0.8 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;3.29;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131151HT.png;no
TAC2131153;ديسك قص الماس رخام 4.5 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;1.38;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131153.png;no
TAC2131153HT;ديسك قص الماس شامل 4.5 انش سماكة 1 مم فتحة 22.2 مم TOTAL رطب;1.46;https://hawarastore.com/wp-content/uploads/2024/05/TAC2131153HT.png;no
TAC2131251;ديسك قص الماس رخام 5 انش سماكة 8 مم فتحة 22.2 مم TOTAL جاف+رطب;2.48;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131251HT.png;no
TAC2131251HT;ديسك قص الماس رقيق 5 انش سماكة 0.8 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;3.87;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131251HT.png;no
TAC2131253;ديسك قص الماس رخام 5 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;1.57;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131253HT.png;no
TAC2131253HT;ديسك قص الماس شامل 5 انش سماكة 1 مم فتحة 22.2 مم TOTAL رطب;2.23;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131253HT.png;no
TAC2131801;ديسك قص الماس رخام 7 إنش عرض الإلماسة 12 مم سماكة القص 3 مم فتحة 22.2 مم TOTAL جاف+رطب;5.24;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131801HT.png;yes
TAC2131801HT;ديسك قص الماس رقيق 7 انش سماكة 1.2 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;6.94;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131801HT.png;yes
TAC2131803;ديسك قص الماس رخام 7 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;3.56;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131803HT.png;no
TAC2131803HT;ديسك قص الماس شامل 7 انش سماكة 1.4 مم فتحة 22.2 مم TOTAL رطب;5.3;https://hawarastore.com/wp-content/uploads/2025/08/TAC2131803HT.png;no
TAC2132301;ديسك قص الماس رخام 9 انش عرض الإلماسة 12 مم سماكة القص 3 مم فتحة 22.2 مم TOTAL جاف +رطب;7.74;https://hawarastore.com/wp-content/uploads/2025/08/TAC2132301.png;yes
TAC2132303;ديسك قص الماس رخام 9 انش سماكة 10 مم فتحة 22.2 مم TOTAL رطب + جاف;5.58;https://hawarastore.com/wp-content/uploads/2025/08/TAC2132303.png;yes
TAC2136115;طقم ديسكات صناعي 4.5 انش عدد 3 ماركة TOTAL;4.54;https://hawarastore.com/wp-content/uploads/2025/05/TAC2136115.png;no
TAC2144052;ديسك قص الماس من اجل الباطون 16 انش فتحة 25.4 مم سماكة الماسة 10 مم TOTAL رطب;86.86;https://hawarastore.com/wp-content/uploads/2025/08/TAC2144052.png;yes
TAC2144053;ديسك قص الماس من احل الباطون 16 انش فتحة 25.4 مم سماكة الماسة 12 مم لزوم قصاصة زفت TOTAL رطب;60.89;https://hawarastore.com/wp-content/uploads/2026/02/TAC2144053.png;yes
TAC2151151;ديسك قص الماس رقيق 4.5 انش سماكة 0.9 مم مناسب (سيراميك-بلاط-رخام-طوب ) فتحة 2.2 رطب + جاف TOTAL;2.52;;no
TAC2151251;ديسك قص الماس رقيق 5 انش سماكة 0.9 مم مناسب (سيراميك-بلاط-رخام-طوب ) فتحة 2.2 رطب + جاف TOTAL;2.86;https://hawarastore.com/wp-content/uploads/2026/02/TAC2151251.png;yes
TAC2151801;ديسك قص الماس قص ( رخام + حجر+ غرانيت ) 7 انش سماكة 2.2 مم ماركة TOTAL رطب;5.51;https://hawarastore.com/wp-content/uploads/2026/04/TAC2151801.png;yes
TAC2152301;ديسك قص الماس قص ( رخام + حجر+ غرانيت ) 9 انش سماكة 2.4 مم ماركة TOTAL رطب;8.05;https://hawarastore.com/wp-content/uploads/2026/04/TAC2152301-1024x956.png;yes
TAC2161801;حجر قص معدن 7 انش سماكة 1.6 مم TOTAL حديث;0.6;https://hawarastore.com/wp-content/uploads/2026/02/TAC2161801.png;yes
TAC2162301;حجر قص معدن 9 انش سماكة 1.6 مم TOTAL حديث;0.88;https://hawarastore.com/wp-content/uploads/2025/08/TAC2162301.png;no
TAC2164051;ديسك قص الماس من اجل الاسفلت 16 انش فتحة 25.4 مم سماكة الماسة 10 مم TOTAL رطب;90.68;https://hawarastore.com/wp-content/uploads/2025/08/TAC2164051.png;yes
TAC2164053;ديسك قص الماس من اجل الاسفلت 16 انش فتحة 25.4 مم سماكة الماسة 12 مم لزوم قصاصة زفت TOTAL رطب;63.84;https://hawarastore.com/wp-content/uploads/2026/02/TAC2164053.png;yes
TAC2171151;ديسك الماس قص باطون 4.5 انش TOTAL جاف + رطب;3.93;https://hawarastore.com/wp-content/uploads/2026/02/TAC2171151-1024x819.png;yes
TAC21711588;مجموعة ديسكات الماس  5 قطع قص باطون ورخام  4.5 انش TOTAL جاف + رطب عمر 6 مرات اطول;13.93;;no
TAC2171251;ديسك الماس قص باطون 5 انش TOTAL جاف + رطب;4.32;https://hawarastore.com/wp-content/uploads/2026/02/TAC2171251-1024x819.png;yes
TAC2171801;ديسك الماس قص باطون 7 انش TOTAL جاف + رطب;7.17;https://hawarastore.com/wp-content/uploads/2026/02/TAC2171801-1024x819.png;yes
TAC2172301;ديسك الماس قص باطون 9 انش TOTAL جاف + رطب;10.8;https://hawarastore.com/wp-content/uploads/2026/02/TAC2172301-1024x819.png;yes
TAC2179033;طقم ديسك الماس مرشوش قياس 9 انش قص باطون + رخام + غرانيت ماركة TOTAL رطب + جاف;20;https://hawarastore.com/wp-content/uploads/2026/06/TAC2179033.png;yes
TAC2181151HT;ديسك قص الماس رقيق 4.5 انش سماكة 0.8 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;2.44;https://hawarastore.com/wp-content/uploads/2025/08/TAC2181151HT.png;no
TAC2181251HT;ديسك قص الماس رقيق 5 انش سماكة 1.4مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;3.36;;no
TAC2181801HT;ديسك قص الماس رقيق 7 انش شبكة سماكة 1.8 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;6.22;https://hawarastore.com/wp-content/uploads/2025/08/TAC2181801HT.png;yes
TAC2182301HT;ديسك قص الماس رقيق 9 انش سماكة 1.4 مم (السيراميك، البلاط، الرخام، الطوب) فتحة 22.2 مم TOTAL رطب;9.06;https://hawarastore.com/wp-content/uploads/2025/08/TAC2182301HT.png;no
TAC2202301;حجر قص معدن 9 انش سماكة 2مم TOTAL;0.85;https://hawarastore.com/wp-content/uploads/2025/08/TAC2202301.png;yes
TAC220401;ريشة باطون الماس 4 مم طول 75 مم TOTAL;0.4;https://hawarastore.com/wp-content/uploads/2024/05/TAC211201.png;yes
TAC2211152;حجر قص معدن 4.5 انش سماكة 3 مم TOTAL;0.33;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211152.png;yes
TAC2211153;حجر قص معدن 4.5 انش سماكة 1.6 مم TOTAL;0.3;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211153.png;yes
TAC2211155;حجر قص معدن 4.5 انش سماكة 1.2 مم TOTAL علبة 10 قطع;2.87;https://hawarastore.com/wp-content/uploads/2025/08/TAC22111550.png;yes
TAC22111550;حجر قص معدن 4.5 انش سماكة 1.2 مم TOTAL علبة 50 قطعة;12.86;https://hawarastore.com/wp-content/uploads/2024/05/TAC22111550.png;no
TAC2211251;حجر قص معدن 5 انش سماكة 3 مم TOTAL;0.4;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211251.png;yes
TAC2211253;حجر قص معدن 5 انش سماكة 1.2 مم TOTAL;0.36;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211253.png;yes
TAC2211801;حجر قص معدن 7 انش سماكة 3 مم TOTAL;0.78;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211801.png;yes
TAC2211802;حجر قص معدن 7 انش سماكة 1.6 مم TOTAL;0.74;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211802.png;no
TAC2211803;حجر قص معدن 7 انش سماكة 1.9 مم TOTAL;0.68;https://hawarastore.com/wp-content/uploads/2025/08/TAC2211803.png;yes
TAC2212301;حجر قص معدن 9 انش سماكة 3 مم TOTAL.;1.08;https://hawarastore.com/wp-content/uploads/2024/05/TAC2211152.png;no
TAC2212301HA;حجر قص معدن 9 انش سماكة 3 مم TOTAL;1.08;https://hawarastore.com/wp-content/uploads/2025/08/TAC2212301HA.png;yes
TAC2212302;حجر قص معدن 9 انش سماكة 1.6 مم TOTAL;0.9;https://hawarastore.com/wp-content/uploads/2024/05/TAC2211152.png;no
TAC2212303;حجر قص معدن 9 انش سماكة 1.9 ملم TOTAL;0.81;https://hawarastore.com/wp-content/uploads/2025/08/TAC2212303.png;no
TAC2212306;حجر قص معدن 9 انش سماكة 2 مم TOTAL;1.24;https://hawarastore.com/wp-content/uploads/2024/05/TAC2211152-1.png;no
TAC2213001;حجر قص معدن شلة 300 مم سماكة 3 مم فتحة 25.4 مم TOTAL;1.93;https://hawarastore.com/wp-content/uploads/2025/08/TAC2213001.png;yes
TAC2213551;حجر قص معدن شلة 355 مم سماكة 3 مم فتحة 25.4 مم TOTAL;2.3;https://hawarastore.com/wp-content/uploads/2025/08/TAC2213551.png;yes
TAC2214051;حجر قص معدن شلة 405 مم سماكة 3 مم فتحة 25.4 مم TOTAL;2.98;https://hawarastore.com/wp-content/uploads/2025/08/TAC2214051.png;yes
TAC2221151;ديسك قص حجر 4.5 انش سماكة 3 ملم TOTAL رطب+جاف;0.4;https://hawarastore.com/wp-content/uploads/2025/08/TAC2221151.png;yes
TAC2221251;ديسك قص حجر 5 انش سماكة 3 ملم TOTAL رطب+جاف;0.51;https://hawarastore.com/wp-content/uploads/2025/08/TAC2221251.png;yes
TAC2221801;ديسك قص حجر 7 انش سماكة 3 ملم TOTAL رطب+جاف;0.97;https://hawarastore.com/wp-content/uploads/2025/08/TAC2221801.png;no
TAC2222301;ديسك قص حجر 9 انش سماكة 3 ملم TOTAL رطب+جاف;1.22;https://hawarastore.com/wp-content/uploads/2025/08/TAC2222301.png;no
TAC2231151;حجر جلخ معدن 4.5 انش سماكة 6 مم TOTAL;0.54;https://hawarastore.com/wp-content/uploads/2025/08/TAC2231151.png;yes
TAC2231251;حجر جلخ معدن 5 انش سماكة 6 مم TOTAL;0.63;https://hawarastore.com/wp-content/uploads/2025/08/TAC2231251.png;no
TAC2231801;حجر جلخ معدن 7 انش سماكة 6 مم بفلنج TOTAL;1.19;https://hawarastore.com/wp-content/uploads/2025/08/TAC2231801.png;yes
TAC2232301;حجر جلخ معدن 9 انش سماكة 6 مم TOTAL;1.77;https://hawarastore.com/wp-content/uploads/2025/08/TAC2232301.png;yes
TAC225030;ورقة حف 225 مم 30 قطعة لزوم حفافة TWS10501 ماركة TOTAL;5.82;;no
TAC2253551;حجر قص معدن شلة 355 مم سماكة 2.5 مم فتحة 25.4 مم TOTAL;1.88;https://hawarastore.com/wp-content/uploads/2025/08/TAC2253551.png;yes
TAC2303558;حجر قص معدن شلة 355 مم سماكة 3 مم TOTAL;1.77;https://hawarastore.com/wp-content/uploads/2025/08/TAC2303558.png;yes
TAC231115;ديسك قص خشب 110 مم 40 سن TOTAL;2.96;;no
TAC231255;ديسك قص خشب 115مم 40 سن فتحة 22.2 مم نقاصة 16 مم TOTAL;2.98;https://hawarastore.com/wp-content/uploads/2024/05/TAC231401-1.png;yes
TAC231401;ديسك قص خشب 185 مم 24 سن فتحة 16 مم TOTAL;3.66;https://hawarastore.com/wp-content/uploads/2025/08/TAC231401.png;yes
TAC231410;طقم ديسك خشب 185 مم 7 انش 30 سن فتحة 20 مم TOTAL عدد 2;5;https://hawarastore.com/wp-content/uploads/2025/08/TAC231410.png;yes
TAC231411;ديسك قص خشب 185 مم 24 سن فتحة 20 مم TOTAL;3.38;https://hawarastore.com/wp-content/uploads/2024/05/TAC231401-1.png;no
